x,y
-2.0,156.09107436489637
-1.9183673469387754,136.02248015988346
-1.836734693877551,126.4762202019991
-1.7551020408163265,95.83437268645498
-1.6734693877551021,86.59005096730426
-1.5918367346938775,54.352589556626654
-1.510204081632653,55.48135230173232
-1.4285714285714286,35.34133944072036
-1.3469387755102042,28.93088427838269
-1.2653061224489797,29.65602590870124
-1.183673469387755,31.300681588632603
-1.1020408163265307,26.22919149709218
-1.0204081632653061,21.54438888448461
-0.9387755102040818,-2.746368865069817
-0.8571428571428572,-13.329920868561029
-0.7755102040816328,9.427875467883407
-0.6938775510204083,7.703242991120552
-0.6122448979591837,7.122722654945778
-0.5306122448979593,-0.8769417439895184
-0.44897959183673475,0.6886953991430426
-0.3673469387755104,16.365135591607622
-0.2857142857142858,-10.940724791276345
-0.20408163265306145,5.321052714620871
-0.12244897959183687,-0.49032557374871466
-0.04081632653061229,-17.266501063096396
0.04081632653061229,-5.271293338479255
0.12244897959183643,14.00217628300372
0.204081632653061,6.894811618428841
0.2857142857142856,0.5313309120430406
0.36734693877551017,-6.374574994085158
0.4489795918367343,2.275271615935309
0.5306122448979589,-0.5866946876345349
0.6122448979591835,-0.5806622225271769
0.693877551020408,4.0475108493973515
0.7755102040816326,-0.33053812950469696
0.8571428571428568,-3.271078282227309
0.9387755102040813,-13.124033434816027
1.020408163265306,6.5496162090896135
1.1020408163265305,-19.532550774984323
1.1836734693877546,23.954493436542926
1.2653061224489792,-14.452339228402426
1.3469387755102038,12.151021496874453
1.4285714285714284,-9.422497111017552
1.510204081632653,-7.814199538516628
1.591836734693877,-5.325391204806152
1.6734693877551017,-1.4621127241216278
1.7551020408163263,-22.02666674989803
1.8367346938775508,-14.165384094291316
1.9183673469387754,-30.208080869366476
2.0,-41.223864227810566
